Дата совершенной транзакции;Уникальный идентификатор клиента;Количество разных версий ОС (os_ver) за последние 30 дней до transdate — сколько разных ОС/версий использовал клиент;Количество разных моделей телефона (phone_model) за последние 30 дней — насколько часто клиент “менял устройство” по логам;Модель телефона из самой последней сессии (по времени) перед transdate;Версия ОС из самой последней сессии перед transdate;Количество уникальных логин-сессий (минутных тайм-слотов) за последние 7 дней до transdate;Количество уникальных логин-сессий за последние 30 дней до transdate;Среднее число логинов в день за последние 7 дней: logins_last_7_days / 7;Среднее число логинов в день за последние 30 дней: logins_last_30_days / 30;"Относительное изменение частоты логинов за 7 дней к средней частоте за 30 дней:
(freq7d?freq30d)/freq30d(freq_{7d} - freq_{30d}) / freq_{30d}(freq7d?freq30d)/freq30d — показывает, стал клиент заходить чаще или реже недавно";Доля логинов за 7 дней от логинов за 30 дней;Средний интервал (в секундах) между соседними сессиями за последние 30 дней;Стандартное отклонение интервалов между логинами за 30 дней (в секундах), измеряет разброс интервалов;Дисперсия интервалов между логинами за 30 дней (в секундах?), ещё одна мера разброса;Экспоненциально взвешенное среднее интервалов между логинами за 7 дней, где более свежие сессии имеют больший вес (коэффициент затухания 0.3);Показатель “взрывности” логинов: (std?mean)/(std+mean)(std - mean)/(std + mean)(std?mean)/(std+mean) для интервалов;Fano-factor интервалов: variance / mean;Z-скор среднего интервала за последние 7 дней относительно среднего за 30 дней: насколько сильно недавние интервалы отличаются от типичных, в единицах стандартного отклонения
'2025-08-04 00:00:00.000';2096229005;1;1;Samsung_sm-s918b;Android/14;6;77;0.8571428571428571;2.566666666666667;-0.6660482374768089;0.07792207792207792;27713.076923076922;61067.37159838937;3729223873.935773;36745.56873201881;0.3756941447220521;134565.4935497406;1.3622810495927289
'2025-08-20 00:00:00.000';2684371840;1;1;iPhone15,4;iOS/18.5;12;32;1.7142857142857142;1.0666666666666667;0.6071428571428571;0.375;84067.05882352941;169078.9765532648;28587700312.299465;20254.988536205343;0.33582164383178953;340058.29051673796;-0.19073262485231723
'2025-03-05 00:00:00.000';452718092;1;1;Xiaomi_poco_f2_pro;Android/12;18;83;2.5714285714285716;2.7666666666666666;-0.07056798623063675;0.21686746987951808;29538.556701030928;36110.217073037034;1303947777.0618556;6498.335429490985;0.1001033224873728;44143.923153034295;0.03926627979932863
'2025-05-19 00:00:00.000';454726005;1;1;Huawei_vog-l29;Android/10;0;21;0.0;0.7;-1.0;0.0;88407.0;126775.5462515087;16072039127.368422;-1.0;0.17830696271556776;181796.00175742217;-1.0
'2025-03-05 00:00:00.000';450912073;2;2;Xiaomi M2006C3LG;Android/11;46;73;6.571428571428571;2.433333333333333;1.7005870841487278;0.6301369863013698;35968.831168831166;59375.102924542945;3525402847.3000684;7918.558834823678;0.24549303506596531;98012.71636413391;-0.40067576021549495
'2025-08-04 00:00:00.000';2934295459;1;1;iPhone17,1;iOS/26.0;4;4;0.5714285714285714;0.13333333333333333;3.2857142857142856;1.0;15760.0;12822.230695163771;164409600;7243.1654676258995;-0.10278306603036799;10432.081218274112;0.0
'2025-03-05 00:00:00.000';2938439602;1;1;implyForteApp 1.0 Samsung_sm-a125;Android/5.10.0;0;1;0.0;0.03333333333333333;-1.0;0.0;326175.0;650470.12975232;4,23E+11;-1.0;0.33205011715418287;1297191.3534145781;-1.0
'2025-08-04 00:00:00.000';452195675;2;2;Samsung_sm-s928b;Android/15;0;27;0.0;0.9;-1.0;0.0;61005.454545454544;66070.39432921664;4365297006.818182;-1.0;0.039857611250406835;71555.84757696779;-1.0
'2025-02-12 00:00:00.000';2095336822;2;2;iPhone13,1;iOS/18.1.1;14;20;2.0;0.6666666666666666;2.0000000000000004;0.7;130715.45454545454;324139.39417254645;105066346854.54546;13021.171548294176;0.4252432180777083;803779.0727951762;-0.31474609450679747
'2025-03-05 00:00:00.000';2112686417;2;2;Oppo_cph2531;Android/15;5;15;0.7142857142857143;0.5;0.4285714285714286;0.3333333333333333;150083.33333333334;200165.5089581384;40066230976.47059;87515.99153140438;0.14299026742571624;266959.89545677236;-0.3906184124343083
'2025-05-19 00:00:00.000';451004861;1;1;Oppo_cph2481;Android/14;8;38;1.1428571428571428;1.2666666666666666;-0.09774436090225565;0.21052631578947367;72930.0;87518.31076362774;7659454718.918919;46469.00503340079;0.09092218356302437;105024.74590592238;0.011311918515815778
'2025-03-05 00:00:00.000';2938055402;2;2;iPhone13,2;iOS/16.1;4;8;0.5714285714285714;0.26666666666666666;1.1428571428571428;0.5;358851.4285714286;551513.7721891319;304167440914.2857;43808.201438848926;0.2116319290947682;847613.8499020685;-0.3707458251855018
'2025-08-20 00:00:00.000';2112056958;1;1;Xiaomi 2303CRA44A;Android/15;7;9;1.0;0.3;2.3333333333333335;0.7777777777777778;117120.0;152965.12207502915;23398328571.42857;97535.63441749035;0.1327178698316875;199780.81088992974;-0.3057559747316737
'2025-06-26 00:00:00.000';453006901;2;2;Samsung_sm-f721b;Android/14;12;55;1.7142857142857142;1.8333333333333333;-0.06493506493506494;0.21818181818181817;51653.454545454544;83001.86959559185;6889310356.363636;5888.377184790732;0.23280486865340003;133375.59737270058;-0.049208092013635185
'2025-08-04 00:00:00.000';2939130556;2;2;iPhone15,4;iOS/18.5;0;8;0.0;0.26666666666666666;-1.0;0.0;37474.28571428572;94536.75385040164;8937197828.571428;-1.0;0.4322552744397901;238488.81061299174;-1.0
'2025-03-05 00:00:00.000';452262441;1;2;Xiaomi 2203129G;Android/14;1;19;0.14285714285714285;0.6333333333333333;-0.7744360902255639;0.05263157894736842;93770.4;89552.81851510872;8019707304;-1.0;-0.02300625921284311;85524.93435028539;-1.0
'2025-08-20 00:00:00.000';2095445364;2;1;iPhone13,4;iOS/18.6;9;14;1.2857142857142858;0.4666666666666667;1.7551020408163267;0.6428571428571429;121398.46153846153;118423.92845522914;14024226830.76923;81245.3282805885;-0.012403066633230748;115522.27806714064;-0.5373995134988396
'2025-08-04 00:00:00.000';453145885;1;1;Vivo_v2111;Android/12;8;24;1.1428571428571428;0.8;0.42857142857142844;0.3333333333333333;100005.0;111440.29866554857;12418940166.666666;18792.721936287468;0.054081593384756405;124183.19250704131;-0.33936812954699513
'2025-03-05 00:00:00.000';2684034681;2;2;Xiaomi M2101K9G;Android/13;24;52;3.4285714285714284;1.7333333333333334;0.9780219780219779;0.46153846153846156;50326.90909090909;69844.45928004033;4878248492.121212;6295.437914820273;0.16241431260800618;96931.21592882415;-0.3920630371014265
'2025-06-26 00:00:00.000';2112406217;1;1;iPhone14,5;iOS/18.5;1;3;0.14285714285714285;0.1;0.42857142857142844;0.3333333333333333;687560.0;723754.0565689425;5,24E+11;-1.0;0.025645643080275254;761853.4155564605;-1.0
'2025-08-04 00:00:00.000';456326660;1;1;iPhone14,5;iOS/16.6.1;14;73;2.0;2.433333333333333;-0.17808219178082185;0.1917808219178082;35776.153846153844;47722.77836238555;2277463574.625375;125715.58382900608;0.14307517713394102;63658.70362753418;-0.014458504380454276
'2025-02-12 00:00:00.000';450684874;1;1;Samsung SM-A135F;Android/14;1;1;0.14285714285714285;0.03333333333333333;3.2857142857142856;1.0;395545.71428571426;984645.959230307;969527665028.5714;-1.0;0.4268249521052877;2451114.068520164;-1.0
'2025-05-19 00:00:00.000';452171932;3;2;iPhone14,7;iOS/18.4.1;20;95;2.857142857142857;3.1666666666666665;-0.09774436090225558;0.21052631578947367;25735.636363636364;40571.61391925818;1646055856.0133445;62108.671500016484;0.22374593264424802;63960.17696065869;0.05723850122963517
'2025-05-19 00:00:00.000';2933493153;1;1;Xiaomi M2006C3MG;Android/10;15;88;2.142857142857143;2.933333333333333;-0.26948051948051943;0.17045454545454544;26992.149532710282;26916.723251891908;724509990.6189384;16043.88820094486;-0.001399144091173015;26841.507740646783;0.5126656357678446
'2025-05-19 00:00:00.000';453173126;1;1;Xiaomi_2209116ag;Android/13;9;52;1.2857142857142858;1.7333333333333334;-0.2582417582417582;0.17307692307692307;42042.35294117647;48587.040189261796;2360700474.352941;49714.499337301524;0.07221373797202739;56150.5317662861;0.002987361614499219
'2025-03-05 00:00:00.000';2937668970;2;2;Samsung SM-S921B;Android/14;15;53;2.142857142857143;1.7666666666666666;0.21293800539083557;0.2830188679245283;46571.80327868852;77013.81861952215;5931128258.360656;124508.76686946051;0.24632327671504303;127354.49007349835;-0.21095031105049028
'2025-08-20 00:00:00.000';2937859498;1;1;iPhone15,4;iOS/17.5.1;5;26;0.7142857142857143;0.8666666666666667;-0.17582417582417584;0.19230769230769232;94588.8;196380.25062617677;38565202836;15172.674664784756;0.34983600629385697;407714.26253425353;0.005047350723096968
'2025-06-26 00:00:00.000';2937764287;1;1;TECNO KL4;Android/14;27;77;3.857142857142857;2.566666666666667;0.5027829313543598;0.35064935064935066;31784.835164835164;73286.16709497453;5370862287.4725275;4308.434492312876;0.3949836875784127;168975.62185298125;-0.14001263018287444
'2025-03-05 00:00:00.000';453145885;1;1;Vivo V2111;Android/12;4;28;0.5714285714285714;0.9333333333333333;-0.38775510204081637;0.14285714285714285;94654.28571428571;80409.03834531941;6465613447.619047;114600.00000000001;-0.08137196894602615;68307.6671999356;0.5597096447346589
'2025-02-12 00:00:00.000';455536283;2;2;iPhone15,4;iOS/17.5.1;3;37;0.42857142857142855;1.2333333333333334;-0.6525096525096525;0.08108108108108109;65428.333333333336;106193.06949406552;11276968008.571428;42387.692307692305;0.23752711194028428;172356.03344990336;-0.10987848254998794
'2025-08-04 00:00:00.000';2938139457;1;1;Samsung SM-A556E;Android/14;1;2;0.14285714285714285;0.06666666666666667;1.1428571428571428;0.5;613140.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
'2025-08-20 00:00:00.000';456640032;1;1;Samsung SM-G973F;Android/12;3;20;0.42857142857142855;0.6666666666666666;-0.35714285714285715;0.15;124800.0;172680.00521195267;29818384200;5104.615384615385;0.16095201147330376;238929.36057692306;-0.677727568147533
'2025-05-01 00:00:00.000';2937607295;1;1;Xiaomi Redmi Note 8 Pro;Android/11;44;215;6.285714285714286;7.166666666666667;-0.12292358803986717;0.20465116279069767;11768.536585365853;20577.264179549784;423423801.1149826;23591.362615026035;0.2723298661920422;35979.307881109795;0.05810536574313129
'2025-07-31 00:00:00.000';2937708912;1;1;Xiaomi 2303CRA44A;Android/13;4;12;0.5714285714285714;0.4;0.42857142857142844;0.3333333333333333;130505.45454545454;299911.0107495741;89946614368.83116;7768.489208633095;0.3935852130749707;689217.27970767;-0.42254352125561134
'2025-07-09 00:00:00.000';2937833270;2;1;iPhone16,1;iOS/18.5;24;96;3.4285714285714284;03.фев;0.07142857142857131;0.25;25797.777777777777;41745.01336459205;1742646140.809969;63573.07779959929;0.23610566452902354;67550.24234339617;-0.2210406046484986
'2025-05-20 00:00:00.000';452951313;1;1;iPhone10,5;iOS/16.7.11;17;60;2.4285714285714284;2.0;0.2142857142857142;0.2833333333333333;45948.3870967742;64641.19414864219;4178483980.962454;119284.46121580352;0.16902864484481223;90938.64322510254;-0.19723702918384292
'2025-03-21 00:00:00.000';456326660;1;1;iPhone14,5;iOS/16.6.1;23;50;3.2857142857142856;1.6666666666666667;0.9714285714285713;0.46;50371.57894736842;80313.14666864664;6450201527.819549;5184.885017754941;0.22911298608265943;128052.39904349929;-0.3173570410444678
'2025-05-20 00:00:00.000';456640032;1;1;Samsung SM-G973F;Android/11;1;14;0.14285714285714285;0.4666666666666667;-0.6938775510204082;0.07142857142857142;167785.7142857143;172538.27409121033;29769456026.373627;-1.0;0.013964809909997768;177425.45098732685;-1.0
'2025-03-21 00:00:00.000';450912073;1;1;Xiaomi M2006C3LG;Android/11;12;76;1.7142857142857142;2.533333333333333;-0.3233082706766917;0.15789473684210525;35372.36842105263;61533.27173420726;3786343530.3157897;6561.505260988925;0.2699626489360191;107042.40907041625;0.2443082530917139
'2025-07-02 00:00:00.000';453055831;1;2;Xiaomi M2102J20SG;Android/13;9;69;1.2857142857142858;02.мар;-0.44099378881987567;0.13043478260869565;37293.506493506495;49388.001040265306;2439174646.753247;35747.74709468687;0.1395279672777576;65404.808399498535;0.4263483652502246
'2025-05-01 00:00:00.000';453145885;1;2;Vivo_v2111;Android/12;4;40;0.5714285714285714;1.3333333333333333;-0.5714285714285714;0.1;70324.5;76497.77238083976;5851909179.230769;143672.8057553957;0.04204588500596839;83212.95109429529;1.493579439557868
'2025-05-01 00:00:00.000';2685838029;1;1;iPhone16,1;iOS/17.5.1;3;10;0.42857142857142855;0.3333333333333333;0.2857142857142857;0.3;203622.85714285713;590464.8334142357;348648719498.9011;111581.53846153845;0.4871527173529025;1712227.813669745;-0.12343301923914368
'2025-07-02 00:00:00.000';497566784;1;1;Honor_lly-lx1;Android/14;10;52;1.4285714285714286;1.7333333333333334;-0.17582417582417584;0.19230769230769232;49460.357142857145;64128.7529318745;4112496952.5974026;7592.679573572046;0.12913558156558178;83147.33637525527;0.16944520245626885
'2025-07-02 00:00:00.000';2938118136;1;1;Samsung SM-A155F;Android/14;0;5;0.0;0.16666666666666666;-1.0;0.0;297240.0;395007.20398494;1,56E+11;-1.0;0.14123163433834104;524931.675413807;-1.0
'2025-01-19 00:00:00.000';2933375279;1;1;iPhone14,4;iOS/18.1.1;16;47;2.2857142857142856;1.5666666666666667;0.458966565349544;0.3404255319148936;50242.10526315789;67913.49883535784;4612243324.06015;66649.26471405874;0.14956035058198253;91800.35947741762;-0.22708453440965518
'2025-07-31 00:00:00.000';455896453;1;1;iPhone15,3;iOS/18.5;3;35;0.42857142857142855;1.1666666666666667;-0.6326530612244898;0.08571428571428572;64475.71428571428;93566.48936667539;8754687932.40418;108687.6923076923;0.18406966246146267;135782.7211282859;0.7309698822433857
'2025-07-31 00:00:00.000';452951313;1;1;iPhone10,5;iOS/16.7.11;0;28;0.0;0.9333333333333333;-1.0;0.0;63690.0;52213.56615774382;2726256490.909091;-1.0;-0.0990170900059869;42805.09484862759;-1.0
'2025-07-02 00:00:00.000';455975954;1;1;iPhone14,3;iOS/18.3;12;29;1.7142857142857142;0.9666666666666667;0.773399014778325;0.41379310344827586;81444.0;186710.2554163725;34860719477.64706;56910.016436575825;0.392558586299225;428032.9978592291;-0.1896979112130743
'2025-03-21 00:00:00.000';1286648072;1;1;iPhone14,5;iOS/18.0;5;17;0.7142857142857143;0.5666666666666667;0.26050420168067234;0.29411764705882354;157164.70588235295;314329.577317297;98803083176.47058;26402.836979534226;0.3333335674154802;628659.4857399506;-0.38346600059427544
'2025-03-21 00:00:00.000';2112800905;1;2;Xiaomi_2312crad3c;Android/14;15;67;2.142857142857143;2.2333333333333334;-0.040511727078891314;0.22388059701492538;41225.217391304344;58979.15779944181;3478541054.7314577;6904.684777638953;0.17717729764136125;84378.96207347079;-0.15995122975399717
'2025-01-19 00:00:00.000';2933083574;1;1;Xiaomi 2209116AG;Android/11;11;79;1.5714285714285714;2.6333333333333333;-0.40325497287522605;0.13924050632911392;33232.857142857145;68725.74331462717;4723227794.148021;29932.908396892788;0.348110762726389;142125.23990472485;0.18405247069114913
'2025-07-02 00:00:00.000';456000634;1;1;Samsung SM-A536E;Android/14;3;11;0.42857142857142855;0.36666666666666664;0.16883116883116886;0.2727272727272727;234343.63636363635;173890.35391721572;30237855185.454544;39618.46153846154;-0.1480848824097932;129032.11563438308;-0.8870166336947441
'2025-05-20 00:00:00.000';456591642;2;1;iPhone16,1;iOS/18.4.1;21;77;3.0;2.566666666666667;0.16883116883116875;0.2727272727272727;32768.04878048781;43836.02046231957;1921596689.9728997;9829.215333218082;0.144482816529632;58642.389812271686;-0.13076115760587673
'2025-05-01 00:00:00.000';2096229005;1;2;Samsung_sm-s918b;Android/14;8;62;1.1428571428571428;2.066666666666667;-0.44700460829493094;0.12903225806451613;44016.0;67237.50861684272;4520882565;4225.490544782144;0.20872607889444314;102709.98193838604;0.5362822992113848
'2025-07-09 00:00:00.000';452910230;1;1;iPhone14,2;iOS/18.1;17;61;2.4285714285714284;2.033333333333333;0.19437939110070254;0.2786885245901639;37872.0;47476.29448793455;2253998538.3050847;10411.835531556415;0.11253059648769295;59516.2267190823;-0.07134086677427531
'2025-07-09 00:00:00.000';2112800905;1;1;Xiaomi_2312crad3c;Android/14;7;19;1.0;0.6333333333333333;0.5789473684210527;0.3684210526315789;110155.38461538461;178724.62163296403;31942490377.846153;1846.8914838917572;0.23736234953772054;289976.6587840952;-0.2891900631437775
'2025-03-21 00:00:00.000';450811993;2;1;iPhone14,7;iOS/18.3.1;1;9;0.14285714285714285;0.3;-0.5238095238095238;0.1111111111111111;237258.0;351797.01653083984;1,24E+11;-1.0;0.19444536302466608;521631.05496969545;-1.0
'2025-05-01 00:00:00.000';2684034681;2;2;Xiaomi 2201117TG;Android/11;8;29;1.1428571428571428;0.9666666666666667;0.18226600985221666;0.27586206896551724;69680.48780487805;159638.7881116494;25484542669.756096;129587.83325713336;0.3922840761956544;365734.27472435153;-0.09913757350452751
'2025-05-01 00:00:00.000';453720887;2;2;Samsung_sm-s921b;Android/14;8;43;1.1428571428571428;1.4333333333333333;-0.20265780730897015;0.18604651162790697;50874.444444444445;47077.54460769283;2216295206.289308;84663.9861257657;-0.038762866109136665;43564.0178579155;0.2044010258582175
'2025-07-31 00:00:00.000';2939186841;1;1;iPhone16,2;iOS/18.5;18;18;2.5714285714285716;0.6;3.285714285714286;1.0;5682.35294117647;16508.408285405563;272527544.11764705;888.5967109839626;0.4878631802527214;47960.33385093168;0.0
'2025-07-02 00:00:00.000';2939073496;2;1;iPhone15,2;iOS/18.5;9;19;1.2857142857142858;0.6333333333333333;1.030075187969925;0.47368421052631576;97220.0;123424.43098797694;15233590164.705883;8937.262718206943;0.11876316510977264;156691.93750983218;-0.32203915936117944
'2025-05-20 00:00:00.000';452274831;1;1;iPhone16,1;iOS/17.6.1;3;29;0.42857142857142855;0.9666666666666667;-0.5566502463054188;0.10344827586206896;83470.71428571429;81257.2163828279;6602735214.285714;182866.15384615384;-0.013437295629848502;79102.41658751144;1.4788752441153166
'2025-03-21 00:00:00.000';456064118;1;2;Vivo V2201;Android/14;6;24;0.8571428571428571;0.8;0.07142857142857131;0.25;89904.375;101651.83942094354;10333096457.661291;127507.3089607747;0.061326459475381775;114934.30055724531;0.13598991497592017
'2025-01-19 00:00:00.000';2937996612;1;1;OPPO CPH2477;Android/12;1;5;0.14285714285714285;0.16666666666666666;-0.14285714285714285;0.2;299895.0;361722.2416440548;1,31E+11;-1.0;0.09344865543470438;436295.9705897064;-1.0
'2025-05-01 00:00:00.000';454360696;1;1;OPPO CPH2069;Android/11;3;18;0.42857142857142855;0.6;-0.28571428571428575;0.16666666666666666;148646.66666666666;154269.52228448223;23799085505.882355;232795.3846153846;0.0185624137068566;160105.0735920686;0.4410678942004978
'2025-05-01 00:00:00.000';497566784;1;1;Honor_lly-lx1;Android/14;21;23;3.0;0.7666666666666667;2.9130434782608696;0.9130434782608695;32072.727272727272;68686.4546279006;4717829049.350649;53317.6873919437;0.3633785692234285;147097.84450923227;-0.15085546821218973
'2025-07-09 00:00:00.000';2684693378;1;1;iPhone12,1;iOS/16.1;3;10;0.42857142857142855;0.3333333333333333;0.2857142857142857;0.3;181433.33333333334;283893.68925708794;80595626800;63876.92307692308;0.22018999746322435;444216.2050339886;-0.4920973541149097
'2025-07-31 00:00:00.000';453308233;1;1;Xiaomi 23021RAAEG;Android/15;6;9;0.8571428571428571;0.3;1.8571428571428572;0.6666666666666666;168878.82352941178;275754.4140599193;76040496873.52942;25691.733913409586;0.24036797408568716;450266.6188948568;-0.28861486696680105
'2025-07-09 00:00:00.000';2096229005;1;1;Samsung_sm-s918b;Android/14;38;79;5.428571428571429;2.6333333333333333;1.061482820976492;0.4810126582278481;31333.186813186814;54078.95472525171;2924533344.175824;3070.266652570709;0.2663060251431406;93336.60701710085;-0.32049631543659723
'2025-07-31 00:00:00.000';452139692;1;2;Samsung_sm-a315f;Android/12;4;23;0.5714285714285714;0.7666666666666667;-0.2546583850931678;0.17391304347826086;100603.2;160109.59201746783;25635081456;1427.4820143884892;0.22824500308170872;254813.77785199677;-0.6145990303270793
'2025-03-21 00:00:00.000';2937932020;1;1;OPPO CPH2477;Android/12;1;39;0.14285714285714285;01.мар;-0.8901098901098902;0.02564102564102564;68275.38461538461;167458.22608459942;28042257483.40081;-1.0;0.4207411967037823;410722.8050251364;-1.0
'2025-07-02 00:00:00.000';2685329878;1;1;Xiaomi Redmi Note 8 Pro;Android/11;7;40;1.0;1.3333333333333333;-0.24999999999999994;0.175;63547.142857142855;84590.86219709188;7155613967.247387;30621.122918607667;0.14205483145425588;112603.23667632963;0.08325789523752211
'2025-05-20 00:00:00.000';454192001;2;2;iPhone13,2;iOS/18.1.1;23;107;3.2857142857142856;3.566666666666667;-0.07877169559412558;0.21495327102803738;24286.909090909092;36594.65148029336;1339168516.9641368;58778.909879532424;0.20215878623856998;55139.52030501095;0.0022954174067004018
'2025-07-02 00:00:00.000';453005511;2;2;Xiaomi 25028RN03A;Android/15;17;58;2.4285714285714284;1.9333333333333333;0.2561576354679802;0.29310344827586204;45236.19047619047;57709.07301139138;3330337107.834101;8429.933447782818;0.12116033426545646;73621.07800803837;-0.19598201610270136
'2025-03-10 00:00:00.000';2934812537;2;2;iPhone14,2;iOS/18.3;12;43;1.7142857142857142;1.4333333333333333;0.19601328903654477;0.27906976744186046;53881.1320754717;100190.90319639375;10038217083.309143;55364.82823124888;0.30057220338010626;186303.00991539186;-0.0654500109553995
'2025-08-14 00:00:00.000';455814236;1;1;Samsung_sm-s721b;Android/15;6;38;0.8571428571428571;1.2666666666666666;-0.3233082706766917;0.15789473684210525;70644.61538461539;131213.2181612924;17216908620.242916;79732.06371482703;0.30005574573305877;243711.54866521253;0.15089474134417186
'2025-03-29 00:00:00.000';453195571;1;1;Vivo_v2332;Android/14;0;2;0.0;0.06666666666666667;-1.0;0.0;666900.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
'2025-08-14 00:00:00.000';2938143337;1;1;Samsung SM-A135F;Android/14;1;5;0.14285714285714285;0.16666666666666666;-0.14285714285714285;0.2;359085.0;154779.69149730206;23956752900;-1.0;-0.3975858078658643;66716.10593592047;-1.0
'2025-08-14 00:00:00.000';2095314234;1;1;iPhone16,1;iOS/18.5;2;9;0.2857142857142857;0.3;-0.04761904761904764;0.2222222222222222;250987.5;313938.29965911637;98557255992.85715;47880.0;0.11143197867242335;392677.9460843952;-0.646966299494328
'2025-08-14 00:00:00.000';2112800905;1;1;Xiaomi_2312crad3c;Android/14;27;38;3.857142857142857;1.2666666666666666;2.0451127819548875;0.7105263157894737;68600.0;226340.49748111804;51230020800;629.9846963273525;0.5348214261122839;746793.306122449;-0.22650353625382444
'2025-03-10 00:00:00.000';453637809;1;1;Samsung_sm-a556e;Android/14;18;30;2.5714285714285716;1.0;1.5714285714285716;0.6;87033.75;144644.11341901956;20921919546.774193;4216.6855706664965;0.24866580936489266;240388.57968057442;-0.49417588219350356
'2025-03-10 00:00:00.000';498811236;1;1;Vivo V2237;Android/14;6;12;0.8571428571428571;0.4;1.1428571428571426;0.5;215670.0;263417.4409218535;69388748181.81818;56646.34060767666;0.09966331162841276;321735.7452673908;-0.7005686463059483
